id,category_he,category_en,question_he,display_order,asset_type,search_keywords_hebrew,created_at,updated_at
115,תסמונות זאנג-פו,Zang Fu Syndromes,מה ההבדל בין חוסר יין בריאות לבין יובש בריאות?,115,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
116,תסמונות זאנג-פו,Zang Fu Syndromes,מהו הקשר בין חוסר יין בכליות לחוסר יאנג בכליות?,116,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
117,תסמונות זאנג-פו,Zang Fu Syndromes,מהם הסימנים הקלאסיים של סטגנציית דם?,117,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
118,תסמונות זאנג-פו,Zang Fu Syndromes,מהם הסימנים של הפרעה ב-Shen וכיצד מאבחנים את הדפוס?,118,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
119,נקודות דיקור,Acupuncture Points,מהם המאפיינים המיוחדים של נקודות Yuan (מקור)?,119,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
120,נקודות דיקור,Acupuncture Points,כיצד משתמשים בנקודות Luo (מחברות)?,120,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
121,נקודות דיקור,Acupuncture Points,מהו תפקיד נקודות Xi-Cleft?,121,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
122,נקודות דיקור,Acupuncture Points,כיצד נקודות Shu (גב) משמשות לאבחון וטיפול?,122,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
123,נקודות דיקור,Acupuncture Points,מהן נקודות Mu (קדמיות) וכיצד משתמשים בהן?,123,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
124,נקודות דיקור,Acupuncture Points,מהם עקרונות בחירת הנקודות המרוחקות?,124,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
125,נקודות דיקור,Acupuncture Points,כיצד משלבים נקודות מקומיות עם נקודות מרוחקות?,125,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
126,נקודות דיקור,Acupuncture Points,מהן נקודות Hui (השפעה) ולמה הן משמשות?,126,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
127,נקודות דיקור,Acupuncture Points,כיצד נקודות Jing-Well משמשות במצבי חירום?,127,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
128,נקודות דיקור,Acupuncture Points,מהו הקשר בין נקודות Five Elements לטיפול?,128,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
129,נקודות דיקור,Acupuncture Points,כיצד בוחרים נקודות לפי שעון האיברים?,129,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
130,נקודות דיקור,Acupuncture Points,מהן נקודות Windows of Heaven?,130,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
131,נקודות דיקור,Acupuncture Points,כיצד נקודות Shen משפיעות על הרוח?,131,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
132,נקודות דיקור,Acupuncture Points,מהן הנקודות לטיפול בדם?,132,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
133,נקודות דיקור,Acupuncture Points,כיצד משתמשים בנקודות לפי עונות השנה?,133,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
134,ארבע הבדיקות,Four Examinations,מהם ארבעת שלבי הבדיקה ברפואה הסינית?,134,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
135,ארבע הבדיקות,Four Examinations,כיצד מפרשים את גוון הפנים?,135,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
136,ארבע הבדיקות,Four Examinations,מהם הסימנים החזותיים של חוסר דם?,136,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
137,ארבע הבדיקות,Four Examinations,כיצד מאבחנים לפי הקול?,137,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
138,ארבע הבדיקות,Four Examinations,מהי החשיבות של ריח הגוף באבחון?,138,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
139,ארבע הבדיקות,Four Examinations,כיצד שואלים על שינה באנמנזה?,139,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
140,ארבע הבדיקות,Four Examinations,מהם שאלות המפתח על העיכול?,140,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
141,ארבע הבדיקות,Four Examinations,כיצד מפרשים העדפות טמפרטורה?,141,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
142,ארבע הבדיקות,Four Examinations,מהי החשיבות של שאלות על צמא ושתייה?,142,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
143,ארבע הבדיקות,Four Examinations,כיצד מאבחנים לפי מישוש הבטן?,143,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
144,ארבע הבדיקות,Four Examinations,מהם הסימנים של חום לעומת קור?,144,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
145,ארבע הבדיקות,Four Examinations,כיצד מזהים דפוסי עודף לעומת חוסר?,145,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
146,ארבע הבדיקות,Four Examinations,מהי החשיבות של שאלות על הזעה?,146,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
147,ארבע הבדיקות,Four Examinations,כיצד מפרשים כאבים ותחושות?,147,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
148,ארבע הבדיקות,Four Examinations,מהם הסימנים של לחות בגוף?,148,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
149,בריאות האישה,Women's Health,כיצד מאבחנים דפוסי אי-פוריות ב-TCM?,149,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
150,בריאות האישה,Women's Health,מהו הטיפול בכאבי מחזור (דיסמנוריאה)?,150,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
151,בריאות האישה,Women's Health,כיצד מטפלים ב-PMS?,151,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
152,בריאות האישה,Women's Health,מהם הדפוסים השכיחים בהפסקת מחזור?,152,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
153,בריאות האישה,Women's Health,כיצד מטפלים בדימום רב במחזור (מנורגיה)?,153,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
154,בריאות האישה,Women's Health,מהם הנקודות החשובות לפוריות?,154,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
155,בריאות האישה,Women's Health,כיצד מטפלים בציסטות שחלתיות?,155,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
156,בריאות האישה,Women's Health,מהו הטיפול באנדומטריוזיס?,156,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
157,בריאות האישה,Women's Health,כיצד מלווים הריון בטיפול?,157,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
158,בריאות האישה,Women's Health,מהם הנקודות האסורות בהריון?,158,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
159,בריאות האישה,Women's Health,כיצד מטפלים בבחילות הריון?,159,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
160,בריאות האישה,Women's Health,מהו הטיפול בתסמונת המעבר (מנופאוזה)?,160,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
161,בריאות האישה,Women's Health,כיצד מטפלים בגלי חום?,161,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
162,בריאות האישה,Women's Health,מהי חשיבות הדם והכבד לבריאות האישה?,162,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
163,בריאות האישה,Women's Health,כיצד מטפלים במסה בשד לפי TCM?,163,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
164,רפואה סינית לילדים,Pediatric TCM,מהם המאפיינים הייחודיים של פיזיולוגיית הילד ב-TCM?,164,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
165,רפואה סינית לילדים,Pediatric TCM,כיצד מאבחנים ילדים שלא יכולים לתאר תסמינים?,165,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
166,רפואה סינית לילדים,Pediatric TCM,מהו הטיפול בשיעול כרוני אצל ילדים?,166,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
167,רפואה סינית לילדים,Pediatric TCM,כיצד מטפלים בבעיות עיכול שכיחות בילדות?,167,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
168,רפואה סינית לילדים,Pediatric TCM,מהם הסימנים של חום מזון אצל תינוקות?,168,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
169,רפואה סינית לילדים,Pediatric TCM,כיצד Tuina (עיסוי סיני) מתאים לילדים?,169,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
170,רפואה סינית לילדים,Pediatric TCM,מהו הטיפול בהרטבת לילה (Enuresis)?,170,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
171,רפואה סינית לילדים,Pediatric TCM,כיצד מחזקים את החסינות של ילדים שחולים תכופות?,171,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
172,רפואה סינית לילדים,Pediatric TCM,מהם הנקודות הבטוחות לדיקור בילדים?,172,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
173,רפואה סינית לילדים,Pediatric TCM,כיצד מטפלים באלרגיות עונתיות אצל ילדים?,173,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
174,רפואה סינית לילדים,Pediatric TCM,מהו הטיפול בהפרעות קשב וריכוז (ADHD)?,174,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
175,רפואה סינית לילדים,Pediatric TCM,כיצד מזהים חולשת טחול אצל ילדים?,175,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
176,רפואה סינית לילדים,Pediatric TCM,מהם המזונות המומלצים לחיזוק ילדים?,176,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
177,רפואה סינית לילדים,Pediatric TCM,כיצד מטפלים בחרדה ופחדים בילדות?,177,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
178,רפואה סינית לילדים,Pediatric TCM,מהי גישת TCM לבעיות שינה אצל ילדים?,178,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
179,רפואה סינית לקשישים,Geriatric TCM,מהם השינויים הפיזיולוגיים העיקריים בהזדקנות לפי TCM?,179,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
180,רפואה סינית לקשישים,Geriatric TCM,כיצד מטפלים בדמנציה ואובדן זיכרון?,180,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
181,רפואה סינית לקשישים,Geriatric TCM,מהו הטיפול באוסטאופורוזיס מנקודת מבט TCM?,181,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
182,רפואה סינית לקשישים,Geriatric TCM,כיצד מחזקים את הכליות לאריכות ימים?,182,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
183,רפואה סינית לקשישים,Geriatric TCM,מהם הסימנים של דלדול ה-Jing וכיצד מאטים אותו?,183,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
184,רפואה סינית לקשישים,Geriatric TCM,כיצד מטפלים בנוקשות מפרקים בגיל מבוגר?,184,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
185,רפואה סינית לקשישים,Geriatric TCM,מהו הטיפול בעצירות כרונית אצל קשישים?,185,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
186,רפואה סינית לקשישים,Geriatric TCM,כיצד מאזנים טיפול בתרופות מרובות (פוליפארמקולוגיה)?,186,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
187,רפואה סינית לקשישים,Geriatric TCM,מהם הנקודות החשובות לשיפור הזרימה הדמית?,187,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
188,רפואה סינית לקשישים,Geriatric TCM,כיצד מטפלים בסחרחורת וחוסר יציבות?,188,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
189,רפואה סינית לקשישים,Geriatric TCM,מהו הטיפול בבעיות שתן שכיחות בגיל מבוגר?,189,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
190,רפואה סינית לקשישים,Geriatric TCM,כיצד משמרים את כוח הראייה והשמיעה?,190,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
191,רפואה סינית לקשישים,Geriatric TCM,מהם המזונות התומכים בבריאות הקשיש?,191,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
192,רפואה סינית לקשישים,Geriatric TCM,כיצד מטפלים בדיכאון וחרדה בגיל מבוגר?,192,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
193,רפואה סינית לקשישים,Geriatric TCM,מהי גישת TCM למניעת נפילות?,193,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
194,בריאות רגשית,Emotional Health,מהם שבעת הרגשות ברפואה הסינית וכיצד הם משפיעים על האיברים?,194,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
195,בריאות רגשית,Emotional Health,כיצד כעס ותסכול פוגעים בכבד?,195,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
196,בריאות רגשית,Emotional Health,מהו הטיפול בחרדה כרונית מנקודת מבט TCM?,196,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
197,בריאות רגשית,Emotional Health,כיצד אבל וצער משפיעים על הריאות?,197,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
198,בריאות רגשית,Emotional Health,מהי הגישה לטיפול בדיכאון ב-TCM?,198,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
199,בריאות רגשית,Emotional Health,כיצד פחד משפיע על הכליות ועל אנרגיית הגוף?,199,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
200,בריאות רגשית,Emotional Health,מהם הנקודות להרגעת הנפש (Shen)?,200,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
201,בריאות רגשית,Emotional Health,כיצד מטפלים בנדודי שינה מרקע רגשי?,201,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
202,בריאות רגשית,Emotional Health,מהו הקשר בין דאגה יתרה לבעיות עיכול?,202,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
203,בריאות רגשית,Emotional Health,כיצד טראומה רגשית נשמרת בגוף לפי TCM?,203,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
204,בריאות רגשית,Emotional Health,מהו הטיפול בהתקפי פאניקה?,204,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
205,בריאות רגשית,Emotional Health,כיצד שמחה יתרה יכולה לפגוע בלב?,205,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
206,בריאות רגשית,Emotional Health,מהם הנקודות לשחרור רגשות כבושים?,206,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
207,בריאות רגשית,Emotional Health,כיצד מאזנים בין עבודה רגשית לטיפול פיזי?,207,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
208,בריאות רגשית,Emotional Health,מהי חשיבות ה-Hun וה-Po לבריאות רגשית?,208,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
209,הפרעות שינה,Sleep Disorders,מהי הפתופיזיולוגיה של נדודי שינה ב-TCM?,209,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
210,הפרעות שינה,Sleep Disorders,כיצד מבחינים בין סוגי נדודי שינה שונים?,210,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
211,הפרעות שינה,Sleep Disorders,מהו הטיפול בקושי להירדם לעומת התעוררויות ליליות?,211,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
212,הפרעות שינה,Sleep Disorders,כיצד חוסר דם בלב משפיע על השינה?,212,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
213,הפרעות שינה,Sleep Disorders,מהם הסימנים של אש בלב הגורמת לנדודי שינה?,213,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
214,הפרעות שינה,Sleep Disorders,כיצד מטפלים בחלומות מטרידים וסיוטים?,214,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
215,הפרעות שינה,Sleep Disorders,מהן הנקודות היעילות ביותר לשיפור איכות השינה?,215,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
216,הפרעות שינה,Sleep Disorders,כיצד דאגה יתרה פוגעת בשינה?,216,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
217,הפרעות שינה,Sleep Disorders,מהו הטיפול בעייפות כרונית למרות שינה ארוכה?,217,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
218,הפרעות שינה,Sleep Disorders,כיצד מטפלים בדום נשימה בשינה (Sleep Apnea)?,218,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
219,הפרעות שינה,Sleep Disorders,מהי חשיבות שעות השינה לפי שעון האיברים?,219,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
220,הפרעות שינה,Sleep Disorders,כיצד התזונה משפיעה על איכות השינה?,220,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
221,הפרעות שינה,Sleep Disorders,מהם הצמחים המסייעים לשינה ב-TCM?,221,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
222,הפרעות שינה,Sleep Disorders,כיצד מטפלים בהתעוררות בשעה קבועה כל לילה?,222,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
223,הפרעות שינה,Sleep Disorders,מהי הגישה לטיפול בג\'ט לאג מנקודת מבט TCM?,223,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
224,בריאות מערכת העיכול,Digestive Health,כיצד מאבחנים חולשת טחול?,224,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
225,בריאות מערכת העיכול,Digestive Health,מהו הטיפול בנפיחות וגזים כרוניים?,225,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
226,בריאות מערכת העיכול,Digestive Health,כיצד מטפלים ב-IBS (תסמונת המעי הרגיז)?,226,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
227,בריאות מערכת העיכול,Digestive Health,מהם הסימנים של לחות בטחול?,227,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
228,בריאות מערכת העיכול,Digestive Health,כיצד סטגנציה של צ\'י הכבד משפיעה על העיכול?,228,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
229,בריאות מערכת העיכול,Digestive Health,מהו הטיפול בצרבת וריפלוקס חומצי?,229,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
230,בריאות מערכת העיכול,Digestive Health,כיצד מטפלים בעצירות כרונית לפי הדפוס?,230,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
231,בריאות מערכת העיכול,Digestive Health,מהם הסימנים של חום בקיבה?,231,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
232,בריאות מערכת העיכול,Digestive Health,כיצד מטפלים בשלשולים חוזרים?,232,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
233,בריאות מערכת העיכול,Digestive Health,מהי חשיבות ארוחת הבוקר לפי TCM?,233,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
234,בריאות מערכת העיכול,Digestive Health,כיצד מזונות קרים ונאים פוגעים בעיכול?,234,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
235,בריאות מערכת העיכול,Digestive Health,מהם הנקודות החשובות לחיזוק הטחול?,235,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
236,בריאות מערכת העיכול,Digestive Health,כיצד מטפלים בחוסר תיאבון?,236,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
237,בריאות מערכת העיכול,Digestive Health,מהי הגישה לטיפול במחלות מעי דלקתיות?,237,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
238,בריאות מערכת הנשימה,Respiratory Health,מהם תפקידי הריאות ב-TCM מעבר לנשימה?,238,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
239,בריאות מערכת הנשימה,Respiratory Health,כיצד מטפלים בשיעול יבש לעומת שיעול עם ליחה?,239,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
240,בריאות מערכת הנשימה,Respiratory Health,מהו הטיפול באסתמה מנקודת מבט TCM?,240,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
241,בריאות מערכת הנשימה,Respiratory Health,כיצד מטפלים בסינוסיטיס כרוני?,241,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
242,בריאות מערכת הנשימה,Respiratory Health,מהם הסימנים של חוסר יין בריאות?,242,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
243,בריאות מערכת הנשימה,Respiratory Health,כיצד ליחה בריאות משפיעה על הנשימה?,243,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
244,בריאות מערכת הנשימה,Respiratory Health,מהו הטיפול באלרגיות עונתיות?,244,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
245,בריאות מערכת הנשימה,Respiratory Health,כיצד מחזקים את Wei Qi למניעת הצטננויות?,245,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
246,בריאות מערכת הנשימה,Respiratory Health,מהם הנקודות היעילות לפתיחת דרכי הנשימה?,246,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
247,בריאות מערכת הנשימה,Respiratory Health,כיצד מטפלים בקוצר נשימה?,247,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
248,בריאות מערכת הנשימה,Respiratory Health,מהו הקשר בין הריאות לעור?,248,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
249,בריאות מערכת הנשימה,Respiratory Health,כיצד מטפלים בשיעול כרוני לאחר הצטננות?,249,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
250,בריאות מערכת הנשימה,Respiratory Health,מהי חשיבות לחות הריאות?,250,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
251,בריאות מערכת הנשימה,Respiratory Health,כיצד עשן ואוויר מזוהם פוגעים בריאות?,251,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
252,בריאות מערכת הנשימה,Respiratory Health,מהם הצמחים המחזקים את הריאות?,252,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
253,מערכת השלד והשרירים,Musculoskeletal System,מהי הגישה של TCM לכאבי גב תחתון?,253,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
254,מערכת השלד והשרירים,Musculoskeletal System,כיצד מבחינים בין כאב מעודף לכאב מחוסר?,254,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
255,מערכת השלד והשרירים,Musculoskeletal System,מהו הטיפול בדלקת מפרקים (ארתריטיס)?,255,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
256,מערכת השלד והשרירים,Musculoskeletal System,כיצד מטפלים בפריצת דיסק?,256,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
257,מערכת השלד והשרירים,Musculoskeletal System,מהם הסימנים של Bi Syndrome (סינדרום החסימה)?,257,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
258,מערכת השלד והשרירים,Musculoskeletal System,כיצד מטפלים בכאבי צוואר וכתפיים תפוסות?,258,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
259,מערכת השלד והשרירים,Musculoskeletal System,מהו תפקיד הכליות בבריאות העצמות?,259,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
260,מערכת השלד והשרירים,Musculoskeletal System,כיצד מטפלים בפציעות ספורט?,260,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
261,מערכת השלד והשרירים,Musculoskeletal System,מהם הנקודות היעילות לכאבי ברכיים?,261,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
